ID,TYPE,APN,Field2,Field3,Field4,ownership type,Field6,Field7,Field8,Field11,Field9,Tran Line no
,TRANS EASEMENT,8675024272,14.49,,,F-T,,0,Water and Power Department,,GLENDORA,T/L R/W #25B
1,TRANS EASEMENT,8678019276,1.45,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,"T/L T14B R.S.""U""
""2"
3,TRANS EASEMENT,8673035271,2.68,,,F-T,,,,,,T/L #9
4,TRANS EASEMENT,8673030274,2.24,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
5,TRANS EASEMENT,8673020274,0.487,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
6,TRANS EASEMENT,8665025271,0.36,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
7,TRANS EASEMENT,8665012275,0.29,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
8,TRANS EASEMENT,8665008278,3.49,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
9,TRANS EASEMENT,8665008277,1.12,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
10,TRANS EASEMENT,8664019270,2.23,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
11,TRANS EASEMENT,8661014279,0.08,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
12,TRANS EASEMENT,8661014278,1.72,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
13,TRANS EASEMENT,8661013907,1.61,,5/13/2010 Old APn 8661-013-904.,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
14,TRANS EASEMENT,8661011274,0.5,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
15,TRANS EASEMENT,8661011271,1.12,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
16,TRANS EASEMENT,8661010276,0.13,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
17,TRANS EASEMENT,8661010272,0.15,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
18,TRANS EASEMENT,8661008273,0.06,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
19,TRANS EASEMENT,8661008272,0.002,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
20,TRANS EASEMENT,8644032904,0.02,871,5/18/2010 Old APN 8644-029-907,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
21,TRANS EASEMENT,8644032903,0.08,3484,5/18/2010 Old APN 8644-029-906,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
22,TRANS EASEMENT,8644028272,7.17,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
23,TRANS EASEMENT,8644014272,0.16,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
24,TRANS EASEMENT,8642023272,0.73,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
25,TRANS EASEMENT,8642023271,0.14,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
26,TRANS EASEMENT,8642023270,0.14,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
27,TRANS EASEMENT,8642019902,0.15,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
28,TRANS EASEMENT,8642019272,0.45,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
29,TRANS EASEMENT,8642018903,2.3,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
30,TRANS EASEMENT,8641001274,1.675,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
31,TRANS EASEMENT,8641001273,0.32,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
32,TRANS EASEMENT,8632029900,0.02,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
33,TRANS EASEMENT,8632020912,0.016,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
34,TRANS EASEMENT,8632020910,0.782,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
35,TRANS EASEMENT,8632020282,0.405,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
36,TRANS EASEMENT,8632019270,0.603,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
37,TRANS EASEMENT,8632016270,1.76,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
38,TRANS EASEMENT,8632007270,1.717,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
39,TRANS EASEMENT,8630008274,4.62,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
40,TRANS EASEMENT,8629002270,2.095,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
41,TRANS EASEMENT,8622022270,1.76,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
42,TRANS EASEMENT,8622017274,0.035,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #9
43,TRANS EASEMENT,8622017273,1.85,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
44,TRANS EASEMENT,8622013270,0.584,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
45,TRANS EASEMENT,8622012271,1.04,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
46,TRANS EASEMENT,8621025270,0.668,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
47,TRANS EASEMENT,8621016270,0.193,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
48,TRANS EASEMENT,8621015270,0.982,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
49,TRANS EASEMENT,8621005270,0.708,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
50,TRANS EASEMENT,8620024273,1.32,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
51,TRANS EASEMENT,8620024272,0.42,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
52,TRANS EASEMENT,8620022270,1.73,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
53,TRANS EASEMENT,8620015272,0.308,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
54,TRANS EASEMENT,8620015270,1.676,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
55,TRANS EASEMENT,8620005271,1.389,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
56,TRANS EASEMENT,8619013270,0.132,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
57,TRANS EASEMENT,8619008270,0.17,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
58,TRANS EASEMENT,8619007270,3.36,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
59,TRANS EASEMENT,8564019272,1.433,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
60,TRANS EASEMENT,8564018270,0.38,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
61,TRANS EASEMENT,8564010901,1.32,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
62,TRANS EASEMENT,8564007900,0.75,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #8
63,TRANS EASEMENT,8556009272,6.8,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
64,TRANS EASEMENT,8551011271,3.01,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
65,TRANS EASEMENT,8551011270,0.95,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
66,TRANS EASEMENT,8550003271,1.73,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
67,TRANS EASEMENT,8550003270,0.117,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
68,TRANS EASEMENT,8535002272,0.017,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
69,TRANS EASEMENT,8535002271,3.14,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
70,TRANS EASEMENT,8392017275,0.24,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
71,TRANS EASEMENT,8386022272,2.6,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
72,TRANS EASEMENT,8125001901,2.59,0,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
73,TRANS EASEMENT,8123019270,1.22,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
74,TRANS EASEMENT,8123013273,0.343,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
75,TRANS EASEMENT,8123013271,0.38,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
76,TRANS EASEMENT,8115001907,3.4,148104,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
77,TRANS EASEMENT,8115001905,1.15,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
78,TRANS EASEMENT,8110001271,0.98,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
79,TRANS EASEMENT,7404034900,3.0101,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
80,TRANS EASEMENT,7404030900,3.0311,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
81,TRANS EASEMENT,7404004273,1.623,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
82,TRANS EASEMENT,7404003278,0.89,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
83,TRANS EASEMENT,7404002278,0.89,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
84,TRANS EASEMENT,7404001278,0.851,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
85,TRANS EASEMENT,7381025270,1,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
86,TRANS EASEMENT,7351034901,5.9501,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
87,TRANS EASEMENT,7351033900,2.8201,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
88,TRANS EASEMENT,7351033270,0.31,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
89,TRANS EASEMENT,7351019904,2.8501,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
90,TRANS EASEMENT,7339018903,0.595,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
91,TRANS EASEMENT,7339018902,0.71,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
92,TRANS EASEMENT,7339018271,0.82,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
93,TRANS EASEMENT,7339018270,6.995,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
94,TRANS EASEMENT,7339017270,1.41,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
95,TRANS EASEMENT,7339009909,1.151,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
96,TRANS EASEMENT,7339009901,2.001,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
97,TRANS EASEMENT,7339009272,1.225,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
98,TRANS EASEMENT,7339008914,1.1271,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
99,TRANS EASEMENT,7339008913,0.7431,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
100,TRANS EASEMENT,7339008912,1.2251,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #7
101,TRANS EASEMENT,7339008911,3.5501,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #63
102,TRANS EASEMENT,7339007901,1.1901,,,F-E,,0,Water and Power Department,,,T/L #60 4-30-80
103,TRANS EASEMENT,7338002278,0.4,,,F-T,,0,Water and Power Department,,,T/L #60
104,TRANS EASEMENT,7338002277,0.14,,,F-T,,0,Water and Power Department,,,T/L #60
105,TRANS EASEMENT,7337005273,1.12,,,F-T,,0,Water and Power Department,,,T/L #60
106,TRANS EASEMENT,7336009271,5.67,,,F-T,,0,Water and Power Department,,,T/L #60
107,TRANS EASEMENT,7336006903,1.927,,,F-E,,0,Water and Power Department,,,T/L #60
108,TRANS EASEMENT,7336006901,0.444,,,F-E,,0,Water and Power Department,,,T/L #60
109,TRANS EASEMENT,7336006273,0.677,,,F-T,,0,Water and Power Department,,,T/L #60
110,TRANS EASEMENT,7336006272,0.151,,,F-T,,0,Water and Power Department,,,T/L #60
111,TRANS EASEMENT,7336006271,0.5,0,,F-T,,0,Water and Power Department,,,T/L #60
112,TRANS EASEMENT,7336004277,2.36,,,F-T,,0,Water and Power Department,,,T/L #60
113,TRANS EASEMENT,7336004276,2.46,,,F-T,,0,Water and Power Department,,,T/L #60
114,TRANS EASEMENT,7332016272,4.14,,,F-T,,0,Water and Power Department,,,T/L #60
115,TRANS EASEMENT,7332016271,0.496,,,F-T,,0,Water and Power Department,,,T/L #60
116,TRANS EASEMENT,7332004272,3.71,,,F-T,,0,Water and Power Department,,,T/L #60
117,TRANS EASEMENT,7332004271,0.661,,,F-T,,0,Water and Power Department,,,T/L #60
118,TRANS EASEMENT,7332004270,0.441,,,F-T,,0,Water and Power Department,,,T/L #60
119,TRANS EASEMENT,7327007273,0.04,,,F-T,,0,Water and Power Department,,,T/L #60
120,TRANS EASEMENT,7327007272,1.825,,,F-T,,0,Water and Power Department,,,T/L #60
121,TRANS EASEMENT,7327001271,0.02,,,F-T,,0,Water and Power Department,,,T/L #60
122,TRANS EASEMENT,7327001270,2.181,,,F-T,,0,Water and Power Department,,,T/L #60
123,TRANS EASEMENT,7319004274,0.31,,,F-T,,0,Water and Power Department,,,T/L #60
124,TRANS EASEMENT,7319004273,1.25,,,F-T,,0,Water and Power Department,,,T/L #60
125,TRANS EASEMENT,7315037271,3.144,,,F-T,,0,Water and Power Department,,,T/L #60
126,TRANS EASEMENT,7315036272,1.9,,,F-T,,0,Water and Power Department,,,T/L #60
127,TRANS EASEMENT,7315036271,1.96,,,F-T,,0,Water and Power Department,,,T/L #60
128,TRANS EASEMENT,7315034271,3.645,,,F-T,,0,Water and Power Department,,,T/L #60
129,TRANS EASEMENT,7315033273,3.62,,,F-T,,0,Water and Power Department,,,T/L #60
130,TRANS EASEMENT,7315004271,5.14,,,F-T,,0,Water and Power Department,,,T/L #60
131,TRANS EASEMENT,7238030274,1.15,,,F-T,,0,Water and Power Department,,,T/L #60
132,TRANS EASEMENT,7238030273,7.835,,,F-T,,0,Water and Power Department,,,T/L #60
133,TRANS EASEMENT,7168034289,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
134,TRANS EASEMENT,7168034287,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
135,TRANS EASEMENT,7168034285,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
136,TRANS EASEMENT,7168034283,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
137,TRANS EASEMENT,7168034281,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
138,TRANS EASEMENT,7168034280,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
139,TRANS EASEMENT,7168034278,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
140,TRANS EASEMENT,7168034276,0.236,,,F-T,,0,Water and Power Department,,,T/L #60
141,TRANS EASEMENT,7168034274,0.139,0,,F-T,,0,Water and Power Department,,,T/L #60
142,TRANS EASEMENT,7168034273,0.474,,,F-T,,0,Water and Power Department,,,T/L #60
143,TRANS EASEMENT,7168034272,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
144,TRANS EASEMENT,7168034270,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
145,TRANS EASEMENT,7168033293,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
146,TRANS EASEMENT,7168033291,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
147,TRANS EASEMENT,7168033289,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
148,TRANS EASEMENT,7168033287,0,,,F-T,,0,Water and Power Department,,,T/L #60
149,TRANS EASEMENT,7168033285,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
150,TRANS EASEMENT,7168033283,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
151,TRANS EASEMENT,7168033281,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
152,TRANS EASEMENT,7168033279,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
153,TRANS EASEMENT,7168033277,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
154,TRANS EASEMENT,7168033276,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
155,TRANS EASEMENT,7168033274,0.138,,,F-T,,0,Water and Power Department,,,T/L #60
156,TRANS EASEMENT,7168033271,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
157,TRANS EASEMENT,7168033270,0.118,,,F-T,,0,Water and Power Department,,,T/L #60
158,TRANS EASEMENT,7167034270,2.314,,,F-T,,0,Water and Power Department,,,T/L #60
159,TRANS EASEMENT,7167033270,3.214,,,F-T,,0,Water and Power Department,,,T/L #60
160,TRANS EASEMENT,7165020270,1.837,,,F-T,,0,Water and Power Department,,,T/L #60
161,TRANS EASEMENT,7165019270,1.419,,,F-T,,0,Water and Power Department,,,T/L #60
162,TRANS EASEMENT,7165013274,2.94,,,F-T,,0,Water and Power Department,,,T/L #60
163,TRANS EASEMENT,7165012282,2.181,0,,F-T,,0,Water and Power Department,,,T/L #60
164,TRANS EASEMENT,7165001275,0.115,,,F-T,,0,Water and Power Department,,,T/L #60
165,TRANS EASEMENT,7165001272,0.23,,,F-T,,0,Water and Power Department,,,T/L #60
166,TRANS EASEMENT,7165001271,2.329,,,F-T,,0,Water and Power Department,,,T/L #60
167,TRANS EASEMENT,7165001270,0.263,,,F-T,,0,Water and Power Department,,,T/L #60
168,TRANS EASEMENT,7162022270,0.491,0,,F-T,,0,Water and Power Department,,,T/L #60
169,TRANS EASEMENT,7162021270,1.185,0,,F-T,,0,Water and Power Department,,,T/L #60
170,TRANS EASEMENT,7162018270,1.423,,,F-T,,0,Water and Power Department,,,T/L #60
171,TRANS EASEMENT,7162014270,1.352,0,,F-T,,0,Water and Power Department,,,T/L #60
172,TRANS EASEMENT,7162001274,1.359,,,F-T,,0,Water and Power Department,,,T/L #60
173,TRANS EASEMENT,7160005271,0.037,,,F-T,,0,Water and Power Department,,,T/L #60
174,TRANS EASEMENT,7160005270,0.214,,,F-T,,0,Water and Power Department,,,T/L #60
175,TRANS EASEMENT,7160003295,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
176,TRANS EASEMENT,7160003293,0.119,,,F-T,,0,Water and Power Department,,,T/L #60
177,TRANS EASEMENT,7160003291,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
178,TRANS EASEMENT,7160003289,0.119,,,F-T,,0,Water and Power Department,,,T/L #60
179,TRANS EASEMENT,7160003287,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
180,TRANS EASEMENT,7160003285,0.09,,,F-T,,0,Water and Power Department,,,T/L #60
181,TRANS EASEMENT,7160003283,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
182,TRANS EASEMENT,7160003282,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
183,TRANS EASEMENT,7160003280,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
184,TRANS EASEMENT,7160003278,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
185,TRANS EASEMENT,7160003276,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
186,TRANS EASEMENT,7160003274,0.12,,,F-T,,0,Water and Power Department,,,T/L #60
187,TRANS EASEMENT,7160003273,0.063,,,F-T,,0,Water and Power Department,,,T/L #60
188,TRANS EASEMENT,7160003272,0.085,,,F-T,,0,Water and Power Department,,,T/L #60
189,TRANS EASEMENT,7160003271,0.25,,,F-T,,0,Water and Power Department,,,T/L #60
190,TRANS EASEMENT,7107009271,1.434,,,F-T,,0,Water and Power Department,,,T/L #60
191,TRANS EASEMENT,7107009270,0.298,,,F-T,,0,Water and Power Department,,,T/L #60
192,TRANS EASEMENT,7107004270,1.826,,,F-T,,0,Water and Power Department,,,T/L #60
193,TRANS EASEMENT,7107002900,0.298,,,F-E,,0,Water and Power Department,,,T/L #60
194,TRANS EASEMENT,7107002272,1.705,,,F-T,,0,Water and Power Department,,,T/L #60
195,TRANS EASEMENT,7107002271,1.326,,,F-T,,0,Water and Power Department,,,T/L #60
196,TRANS EASEMENT,7107001271,0.758,,,F-T,,0,Water and Power Department,,,T/L #60
197,TRANS EASEMENT,7107001270,2.158,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
198,TRANS EASEMENT,7078001274,6.519,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
199,TRANS EASEMENT,7075002275,1.52,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
200,TRANS EASEMENT,7075002274,0.01,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
201,TRANS EASEMENT,7075002273,3.55,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
202,TRANS EASEMENT,7075002271,3.04,0,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
203,TRANS EASEMENT,7075001901,4.92,,,F-E,,0,Water and Power Department,,BURBANK,T/L #6
204,TRANS EASEMENT,7061013270,2.091,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
205,TRANS EASEMENT,7061008276,0.92,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
206,TRANS EASEMENT,7061008275,1.003,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
207,TRANS EASEMENT,7061008272,0.905,,,F-T,,0,Water and Power Department,,BURBANK,T/L #6
208,TRANS EASEMENT,7061008270,0.141,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5B 5-6-82
209,TRANS EASEMENT,7048021271,1.46,0,,F-T,,0,Water and Power Department,,BURBANK,T/L #5B
210,TRANS EASEMENT,6373021270,0.314,0,,F-T,,0,Water and Power Department,,BURBANK,T/L #5B
211,TRANS EASEMENT,6373017272,2.897,0,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5B
212,TRANS EASEMENT,6369009274,0.455,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5B
213,TRANS EASEMENT,6369003273,6.945,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5B
214,TRANS EASEMENT,6366017905,4.64,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5B
215,TRANS EASEMENT,6366016906,2.037,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5A
216,TRANS EASEMENT,6366016273,5.455,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #5A
217,TRANS EASEMENT,6358021276,4.15,,,F-T,,0,Water and Power Department,,,T/L #59 7-31-79
218,TRANS EASEMENT,6358021270,1.27,,,F-T,,0,Water and Power Department,,,T/L #59 7-20-79
219,TRANS EASEMENT,6348022276,0.96,,,F-T,,0,Water and Power Department,,,T/L #59 7-1-80
220,TRANS EASEMENT,6348022274,0.659,,,F-T,,0,Water and Power Department,,,T/L #59 3-28-80
221,TRANS EASEMENT,6348022273,0.197,,,F-T,,0,Water and Power Department,,,T/L #59 12-6-79
222,TRANS EASEMENT,6348016270,5.19,,,F-T,,0,Water and Power Department,,,T/L #59
223,TRANS EASEMENT,6327039270,6.14,,,F-T,,0,Water and Power Department,,,T/L #59
224,TRANS EASEMENT,6324037279,0.717,,,F-T,,0,Water and Power Department,,,T/L #59
225,TRANS EASEMENT,6324035288,1.298,,,F-T,,0,Water and Power Department,,,T/L #59
226,TRANS EASEMENT,6324034270,1.164,,,F-T,,0,Water and Power Department,,,T/L #59
227,TRANS EASEMENT,6324033271,1.154,,,F-T,,0,Water and Power Department,,,T/L #59
228,TRANS EASEMENT,6324018271,0.161,,,F-T,,0,Water and Power Department,,,T/L #59
229,TRANS EASEMENT,6319020270,0.834,,,F-T,,0,Water and Power Department,,,T/L #59
230,TRANS EASEMENT,6319019270,0.903,,,F-T,,0,Water and Power Department,,,T/L #59
231,TRANS EASEMENT,6315031901,1.185,,,F-E,,0,Water and Power Department,,,T/L #59
232,TRANS EASEMENT,6315031900,3.03,,,F-E,,0,Water and Power Department,,,T/L #59
233,TRANS EASEMENT,6315031272,2.44,,,F-T,,0,Water and Power Department,,,T/L #59
234,TRANS EASEMENT,6315031271,4.62,,,F-T,,0,Water and Power Department,,,T/L #59
235,TRANS EASEMENT,6315031270,0.905,,,F-T,,0,Water and Power Department,,,T/L #59
236,TRANS EASEMENT,6314034272,6.18,,,F-T,,0,Water and Power Department,,,T/L #59
237,TRANS EASEMENT,6314033271,4.44,,,F-T,,0,Water and Power Department,,,T/L #59
238,TRANS EASEMENT,6310027274,4.48,,,F-T,,0,Water and Power Department,,,T/L #59
239,TRANS EASEMENT,6310005270,2.28,,,F-T,,0,Water and Power Department,,,T/L #59
240,TRANS EASEMENT,6310002270,3.916,,,F-T,,0,Water and Power Department,,,T/L #59
241,TRANS EASEMENT,6304007274,15.32,,,F-T,,0,Water and Power Department,,,T/L #59
242,TRANS EASEMENT,6304006271,0.51,,,F-T,,0,Water and Power Department,,,T/L #59
243,TRANS EASEMENT,6304006270,0.172,,,F-T,,0,Water and Power Department,,,T/L #59
244,TRANS EASEMENT,6303027270,1.395,,,F-T,,0,Water and Power Department,,,T/L #59
245,TRANS EASEMENT,6303026270,1.37,,,F-T,,0,Water and Power Department,,,T/L #59
246,TRANS EASEMENT,6303019271,1.65,,,F-T,,0,Water and Power Department,,,T/L #59
247,TRANS EASEMENT,6303017272,0.1484,6464,4/28/11 Old APN: 6303-19-272. Requested update by Records Section.,F-T,,0,Water and Power Department,,,T/L #59
248,TRANS EASEMENT,6303017271,0.482,20996,4/28/2011 Old APN: 6303-018-271. Change requested by Records Section.,F-T,,0,Water and Power Department,,,T/L #59
249,TRANS EASEMENT,6303017270,0.509,,,F-T,,0,Water and Power Department,,,T/L #59
250,TRANS EASEMENT,6303010273,1.398,,,F-T,,0,Water and Power Department,,,T/L #59
251,TRANS EASEMENT,6303009270,0.553,,,F-T,,0,Water and Power Department,,,T/L #59
252,TRANS EASEMENT,6303008272,0.1,,,F-T,,0,Water and Power Department,,,T/L #59
253,TRANS EASEMENT,6303008271,1.895,,,F-T,,0,Water and Power Department,,,T/L #59
254,TRANS EASEMENT,6303008270,0.666,,,F-T,,0,Water and Power Department,,,T/L #59
255,TRANS EASEMENT,6303007271,0.92,,,F-T,,0,Water and Power Department,,,T/L #59
256,TRANS EASEMENT,6303007270,0.46,,,F-T,,0,Water and Power Department,,,T/L #59
257,TRANS EASEMENT,6303006274,2.41,,,F-T,,0,Water and Power Department,,,T/L #59
258,TRANS EASEMENT,6303004273,1.22,,,F-T,,0,Water and Power Department,,,T/L #59
259,TRANS EASEMENT,6303004272,0.84,,,F-T,,0,Water and Power Department,,,T/L #59
260,TRANS EASEMENT,6303002272,0.422,,,F-T,,0,Water and Power Department,,,T/L #59
261,TRANS EASEMENT,6303001272,2.677,,,F-T,,0,Water and Power Department,,,T/L #59
262,TRANS EASEMENT,6302001274,0.09,,,F-T,,0,Water and Power Department,,,T/L #59
263,TRANS EASEMENT,6302001273,3.265,,,F-T,,0,Water and Power Department,,,T/L #59
264,TRANS EASEMENT,6268017277,2.594,,,F-T,,0,Water and Power Department,,,T/L #59
265,TRANS EASEMENT,6268017275,0.672,,,F-T,,0,Water and Power Department,,,T/L #59
