ID,TYPE,APN,Field2,Field3,Field4,ownership type,Field6,Field7,Field8,Field11,Field9,Tran Line no
555,TRANS EASEMENT,5581001903,0.23,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
556,TRANS EASEMENT,5577016900,1.22,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
557,TRANS EASEMENT,5577014900,2.44,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
558,TRANS EASEMENT,5577013900,6.91,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
559,TRANS EASEMENT,5577008903,1.85,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
560,TRANS EASEMENT,5572024900,1.0201,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
561,TRANS EASEMENT,5572023900,3.1401,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
562,TRANS EASEMENT,5572001900,1.8721,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
563,TRANS EASEMENT,5571031908,0.0321,,5/13/2010 Old APN 5571-031-006.,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
564,TRANS EASEMENT,5571031907,1.3201,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #4A
565,TRANS EASEMENT,5571031905,0.0081,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #41
566,TRANS EASEMENT,5571031903,0.5101,,,F-E,,0,Water and Power Department,,,T/L #38
567,TRANS EASEMENT,5571026902,2.8301,,5/23/2010 Parcels 5571-25A-901 and 5571-025-900 merged into 5571-026-902.,F-E,,0,Water and Power Department,,,T/L #38
568,TRANS EASEMENT,5549031900,0.2661,,,F-E,,0,Water and Power Department,,,T/L #38
569,TRANS EASEMENT,5549007902,0.0241,,,F-E,,0,Water and Power Department,,,T/L #38
570,TRANS EASEMENT,5549007901,0.0041,,,F-E,,0,Water and Power Department,,,T/L #38
571,TRANS EASEMENT,5549007900,0.2201,,,F-E,,0,Water and Power Department,,,T/L #38
572,TRANS EASEMENT,5549006902,1.6801,,,F-E,,0,Water and Power Department,,,T/L #38
573,TRANS EASEMENT,5549005901,0.2351,,,F-E,,0,Water and Power Department,,,T/L #31A
574,TRANS EASEMENT,5549005900,0.6381,,,F-E,,0,Water and Power Department,,,T/L #31A
575,TRANS EASEMENT,5549002900,0.5741,,,F-E,,0,Water and Power Department,,,T/L #31A
576,TRANS EASEMENT,5447027900,0.0031,,,F-E,,0,Water and Power Department,,,T/L #31A
577,TRANS EASEMENT,5445007901,0.19,,,F-E,,0,Water and Power Department,,,T/L #31A
578,TRANS EASEMENT,5445007900,3.271,,,F-E,,0,Water and Power Department,,,T/L #31A
579,TRANS EASEMENT,5445006902,0.24,,,F-E,,0,Water and Power Department,,,T/L #31A
580,TRANS EASEMENT,5445006901,3.37,,,F-E,,0,Water and Power Department,,,T/L #31A
581,TRANS EASEMENT,5445004902,0.9,,,F-E,,0,Water and Power Department,,,T/L #31A
582,TRANS EASEMENT,5445004900,11.78,,,F-E,,0,Water and Power Department,,,T/L #31A
583,TRANS EASEMENT,5443022901,0.19,,,F-E,,0,Water and Power Department,,,T/L #31A
584,TRANS EASEMENT,5442010902,1.2361,,,F-E,,0,Water and Power Department,,,T/L #31A
585,TRANS EASEMENT,5442010901,0.4691,,,F-E,,0,Water and Power Department,,,T/L #31A
586,TRANS EASEMENT,5442009900,3.5741,,,F-E,,0,Water and Power Department,,,T/L #31A
587,TRANS EASEMENT,5442002903,19.7501,,,F-E,,0,Water and Power Department,,,T/L #31A
588,TRANS EASEMENT,5440030900,0.1861,,,F-E,,0,Water and Power Department,,,T/L #31A
589,TRANS EASEMENT,5438026901,0.1301,,,F-E,,0,Water and Power Department,,,T/L #31A
590,TRANS EASEMENT,5437036902,2.35,,,F-E,,0,Water and Power Department,,,T/L #31A
591,TRANS EASEMENT,5437034910,0.3511,,,F-E,,0,Water and Power Department,,,T/L #31A
592,TRANS EASEMENT,5437028903,0.2301,,,F-E,,0,Water and Power Department,,,T/L #31A
593,TRANS EASEMENT,5435039903,5.1901,,,F-E,,0,Water and Power Department,,,T/L #31A
594,TRANS EASEMENT,5434030900,0.2041,,,F-E,,0,Water and Power Department,,,T/L #31A
595,TRANS EASEMENT,5415002900,2.49,,,F-E,,0,Water and Power Department,,,T/L #31A
596,TRANS EASEMENT,5409013915,0.454,,5/13/2010 Old APN 5409-013-907,F-E,,0,Water and Power Department,,,T/L #31A
597,TRANS EASEMENT,5409013908,0.43,,,F-E,,0,Water and Power Department,,,T/L #31A
598,TRANS EASEMENT,5409013906,0.27,,,F-E,,0,Water and Power Department,,,T/L #31A
599,TRANS EASEMENT,5409013905,1.53,,,F-E,,0,Water and Power Department,,,T/L #31A
600,TRANS EASEMENT,5272032271,0.625,,,F-T,,0,Water and Power Department,,,T/L #31A
601,TRANS EASEMENT,5272031274,1.322,0,,F-T,,0,Water and Power Department,,,T/L #31A
602,TRANS EASEMENT,5272009277,0.756,0,,F-T,,0,Water and Power Department,,,T/L #31A
603,TRANS EASEMENT,5272008283,0.02,,,F-T,,0,Water and Power Department,,,T/L #31A
604,TRANS EASEMENT,5272008282,0,,,F-T,,0,Water and Power Department,,,T/L #31A
605,TRANS EASEMENT,5272008281,0.029,,,F-T,,0,Water and Power Department,,,T/L #31A
606,TRANS EASEMENT,5272008278,0.731,31842,,F-T,,0,Water and Power Department,,,T/L #31A
607,TRANS EASEMENT,5272007270,0.22,,,F-T,,0,Water and Power Department,,,T/L #31A
608,TRANS EASEMENT,5272005273,0.31,,,F-T,,0,Water and Power Department,,,T/L #31A
609,TRANS EASEMENT,5272005271,0.26,,,F-T,,0,Water and Power Department,,,T/L #31A
610,TRANS EASEMENT,5271012273,0.809,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3 & 15A
611,TRANS EASEMENT,5192029273,5.6,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3 & #27B
612,TRANS EASEMENT,5192024900,0.1131,,,F-E,,0,Water and Power Department,,VERNON,T/L #3
613,TRANS EASEMENT,5192022901,0.1361,,,F-E,,0,Water and Power Department,,,T/L #3
614,TRANS EASEMENT,5192022900,0.1201,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
615,TRANS EASEMENT,5192021902,0.2781,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
616,TRANS EASEMENT,5192020900,1.0801,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
617,TRANS EASEMENT,5169034270,0.04,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
618,TRANS EASEMENT,5169029902,0.95,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
619,TRANS EASEMENT,5169029272,0.49,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
620,TRANS EASEMENT,5169022270,0.77,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
621,TRANS EASEMENT,5169021900,0.3721,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
622,TRANS EASEMENT,5169020900,2.2401,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #3
623,TRANS EASEMENT,5169019900,0.8701,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
624,TRANS EASEMENT,5169017901,3.5641,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
625,TRANS EASEMENT,5169016902,1.6401,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
626,TRANS EASEMENT,5169015900,1.2401,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
627,TRANS EASEMENT,5168017902,0.95,,,F-E,,0,Water and Power Department,,SOUTH GATE,T/L #2B
628,TRANS EASEMENT,5168016903,1.123,,,F-E,,0,Water and Power Department,,VERNON,T/L #2B
629,TRANS EASEMENT,5065015906,1.1741,,,F-E,,0,Water and Power Department,,VERNON,T/L #2B
630,TRANS EASEMENT,5048017901,0.6201,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
631,TRANS EASEMENT,5048017900,1.2671,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
632,TRANS EASEMENT,5048014901,1.3311,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
633,TRANS EASEMENT,5048012900,0.9991,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
634,TRANS EASEMENT,5048008901,0.5471,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
635,TRANS EASEMENT,5048008900,0.1801,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
636,TRANS EASEMENT,5047016900,0.0221,,,F-E,,0,Water and Power Department,,BELL,T/L #2B
637,TRANS EASEMENT,5047015901,0.0051,,5/13/2010 Old APN 5047-017-900. The page changed too.,F-E,,0,Water and Power Department,,BELL,T/L #2B
638,TRANS EASEMENT,5029026900,0.302,,,F-E,,0,Water and Power Department,,,"T/L #2A, 2B & 27B"
639,TRANS EASEMENT,5029022902,2.335,,5/13/2010 Old APN 5029-022-901.,F-E,,0,Water and Power Department,,,T/L #28
640,TRANS EASEMENT,5029020902,0.76,,,F-E,,0,Water and Power Department,,,T/L #28
641,TRANS EASEMENT,5029020274,6.97,,,F-T,,0,Water and Power Department,,,T/L #28
642,TRANS EASEMENT,5029020273,2.03,,,F-T,,0,Water and Power Department,,,T/L #28
643,TRANS EASEMENT,5029017909,1.056,,,F-E,,0,Water and Power Department,,,T/L #28
644,TRANS EASEMENT,5029017908,2.916,,,F-E,,0,Water and Power Department,,,T/L #28
645,TRANS EASEMENT,5029017270,1.79,,,F-T,,0,Water and Power Department,,,T/L #28
646,TRANS EASEMENT,5029011901,1.88,,,F-E,,0,Water and Power Department,,,T/L #28
647,TRANS EASEMENT,5029011900,0.373,,,F-E,,0,Water and Power Department,,,T/L #28
648,TRANS EASEMENT,5025006900,2.4601,,,F-E,,0,Water and Power Department,,,T/L #28
649,TRANS EASEMENT,5009006270,0.06,,,F-T,,0,Water and Power Department,,,T/L #28
650,TRANS EASEMENT,5009005274,1.06,,,F-T,,0,Water and Power Department,,,T/L #28
651,TRANS EASEMENT,5009005273,3.37,,,F-T,,0,Water and Power Department,,,T/L #28
652,TRANS EASEMENT,5009004273,1.18,,,F-T,,0,Water and Power Department,,,T/L #28
653,TRANS EASEMENT,5009004270,0.186,,,F-T,,0,Water and Power Department,,,T/L #28
654,TRANS EASEMENT,4494023900,1.6501,,,F-E,,0,Water and Power Department,,,T/L #28
655,TRANS EASEMENT,4493017901,0.1181,,,F-E,,0,Water and Power Department,,,T/L #28
656,TRANS EASEMENT,4493017900,0.0811,,,F-E,,0,Water and Power Department,,,T/L #28
657,TRANS EASEMENT,4493016900,1.1221,,,F-E,,0,Water and Power Department,,,T/L #28
658,TRANS EASEMENT,4493015900,13.5001,,,F-E,,0,Water and Power Department,,,T/L #28
659,TRANS EASEMENT,4493014900,12.1101,,,F-E,,,,,,T/L #28
660,TRANS EASEMENT,4491001900,11.4601,,,F-E,,0,Water and Power Department,,,T/L #28
661,TRANS EASEMENT,4490024900,3.6001,,,F-E,,0,Water and Power Department,,,T/L #28
662,TRANS EASEMENT,4490017900,2.6301,,,F-E,,0,Water and Power Department,,,T/L #28
663,TRANS EASEMENT,4490011900,8.1501,,,F-E,,0,Water and Power Department,,,T/L #28
664,TRANS EASEMENT,4426034902,1.4341,,,F-E,,0,Water and Power Department,,,T/L #28
665,TRANS EASEMENT,4426033900,0.3561,,,F-E,,0,Water and Power Department,,,T/L #28
666,TRANS EASEMENT,4426032903,0.4001,,,F-E,,0,Water and Power Department,,,T/L #28
667,TRANS EASEMENT,4426032902,0.0011,,,F-E,,0,Water and Power Department,,,T/L #28
668,TRANS EASEMENT,4426032901,0.6001,,,F-E,,0,Water and Power Department,,,T/L #28
669,TRANS EASEMENT,4426030901,1.1331,,,F-E,,0,Water and Power Department,,,T/L #28
670,TRANS EASEMENT,4426030900,0.9101,,,F-E,,0,Water and Power Department,,,T/L #28
671,TRANS EASEMENT,4259019900,1.1701,,,F-E,,0,Water and Power Department,,,T/L #28
672,TRANS EASEMENT,4201003273,1.63,,,F-T,,0,Water and Power Department,,,T/L #28
673,TRANS EASEMENT,4201003271,0.48,,,F-T,,0,Water and Power Department,,,T/L #28
674,TRANS EASEMENT,4131025277,20.05,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
675,TRANS EASEMENT,4131025272,0.49,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
676,TRANS EASEMENT,4131018900,0.222,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
677,TRANS EASEMENT,4131015271,0.12,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
678,TRANS EASEMENT,3267024272,5.74,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
679,TRANS EASEMENT,3267024270,7.07,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
680,TRANS EASEMENT,3267016275,15.07,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
681,TRANS EASEMENT,3267002270,30.7,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
682,TRANS EASEMENT,3266013272,30.65,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #28
683,TRANS EASEMENT,3266006270,30.39,,,F-T,,0,Water and Power Department,,,T/L #28
684,TRANS EASEMENT,3266005270,7.75,,,F-T,,0,Water and Power Department,,,T/L #28
685,TRANS EASEMENT,3266004276,1.51,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
686,TRANS EASEMENT,3266004275,6.86,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
687,TRANS EASEMENT,3266003275,1.82,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
688,TRANS EASEMENT,3266002270,0.07,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
689,TRANS EASEMENT,3265002271,0.14,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
690,TRANS EASEMENT,3265001275,4.78,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
691,TRANS EASEMENT,3265001274,12.59,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
692,TRANS EASEMENT,3265001272,1.78,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
693,TRANS EASEMENT,3263011270,15.15,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
694,TRANS EASEMENT,3263010273,16.68,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
695,TRANS EASEMENT,3263005270,35.77,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
696,TRANS EASEMENT,3261033270,19.62,,,F-T,,0,Water and Power Department,,VERNON,T/L #27B
697,TRANS EASEMENT,3261032271,0.69,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #27B
698,TRANS EASEMENT,3261032270,19.7,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #27B
699,TRANS EASEMENT,3261031271,0.18,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
700,TRANS EASEMENT,3261030271,0.3,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
701,TRANS EASEMENT,3261016270,14.3,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
702,TRANS EASEMENT,3261015273,9.09,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
703,TRANS EASEMENT,3261015271,8.93,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
704,TRANS EASEMENT,3261004272,32.26,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
705,TRANS EASEMENT,3247010271,10.44,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
706,TRANS EASEMENT,3247010270,15.42,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
707,TRANS EASEMENT,3244037270,2.28,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
708,TRANS EASEMENT,3244035270,21.31,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
709,TRANS EASEMENT,3244034271,17.43,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
710,TRANS EASEMENT,3244031272,69.56,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
711,TRANS EASEMENT,3244031271,0.21,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
712,TRANS EASEMENT,3244026271,50.43,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
713,TRANS EASEMENT,3244025271,13.05,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
714,TRANS EASEMENT,3244023271,11.21,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
715,TRANS EASEMENT,3244022273,43.9,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
716,TRANS EASEMENT,3244012270,35.29,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
717,TRANS EASEMENT,3244004270,51.59,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
718,TRANS EASEMENT,3244003270,2.69,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
719,TRANS EASEMENT,3234006270,0.13,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
720,TRANS EASEMENT,3234005270,17.37,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
721,TRANS EASEMENT,3234003273,17.53,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
722,TRANS EASEMENT,3227003270,3.68,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
723,TRANS EASEMENT,3227001270,6.68,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
724,TRANS EASEMENT,3225023272,24.5,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
725,TRANS EASEMENT,3225002273,9.7,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
726,TRANS EASEMENT,3224034905,2.24,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26D
727,TRANS EASEMENT,3224034271,0.25,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C & D
728,TRANS EASEMENT,3224002275,33.3,,,F-T,,,Water and Power Department,,,T/L #26C & D
729,TRANS EASEMENT,3217002273,14.83,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
730,TRANS EASEMENT,3217002272,47.95,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
731,TRANS EASEMENT,3217001278,5.13,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
732,TRANS EASEMENT,3217001277,4.32,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
733,TRANS EASEMENT,3217001276,0.23,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
734,TRANS EASEMENT,3217001275,10.48,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
735,TRANS EASEMENT,3217001274,0.27,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
736,TRANS EASEMENT,3217001273,1.56,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
737,TRANS EASEMENT,3217001272,17.75,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
738,TRANS EASEMENT,3217001271,10.83,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
739,TRANS EASEMENT,3217001270,13.69,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
740,TRANS EASEMENT,3216002271,42.76,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
741,TRANS EASEMENT,3216002270,40.08,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
742,TRANS EASEMENT,3216001270,44.4,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
743,TRANS EASEMENT,3214041275,0,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
744,TRANS EASEMENT,3214041270,0.05,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
745,TRANS EASEMENT,3214040271,2.8,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
746,TRANS EASEMENT,3214040270,13.3,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
747,TRANS EASEMENT,3214039271,0.07,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
748,TRANS EASEMENT,3214039270,0.51,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
749,TRANS EASEMENT,3214022271,19.48,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26C
750,TRANS EASEMENT,3214022270,0.02,,,F-T,,0,Water and Power Department,,,T/L #26B
751,TRANS EASEMENT,3214018270,2.2,,,F-T,,0,Water and Power Department,,,T/L #26B
752,TRANS EASEMENT,3214015276,13.81,,,F-T,,0,Water and Power Department,,,T/L #26B
753,TRANS EASEMENT,3214011272,5.27,,,F-T,,0,Water and Power Department,,,T/L #26B
754,TRANS EASEMENT,3214010280,0.01,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #26B
755,TRANS EASEMENT,3214010279,0.02,,,F-T,,0,Water and Power Department,,,T/L #26A; T/L #55
756,TRANS EASEMENT,3214010278,0.06,,,F-T,,0,Water and Power Department,,,T/L #26A
757,TRANS EASEMENT,3214010277,0.05,,,F-T,,0,Water and Power Department,,,T/L #26A
758,TRANS EASEMENT,3214010276,0.14,,,F-T,,0,Water and Power Department,,,T/L #26A
759,TRANS EASEMENT,3214010275,0.16,,,F-T,,0,Water and Power Department,,,T/L #26A
760,TRANS EASEMENT,3214010274,0.85,,,F-T,,0,Water and Power Department,,,T/L #26A
761,TRANS EASEMENT,3214010273,0.19,,,F-T,,0,Water and Power Department,,,T/L #26A
762,TRANS EASEMENT,3214010272,0.84,,,F-T,,0,Water and Power Department,,,T/L #26A
763,TRANS EASEMENT,3214010271,1.87,,,F-T,,0,Water and Power Department,,,T/L #26A
764,TRANS EASEMENT,3214010270,1.73,,,F-T,,0,Water and Power Department,,,T/L #26A
765,TRANS EASEMENT,3214007291,0.1,,,F-T,,0,Water and Power Department,,,T/L #26A
766,TRANS EASEMENT,3214007290,0.195,,,F-T,,0,Water and Power Department,,,T/L #26A
767,TRANS EASEMENT,3214007289,0.003,,,F-T,,0,Water and Power Department,,,T/L #26A
768,TRANS EASEMENT,3214007288,0.03,,,F-T,,0,Water and Power Department,,,T/L #26A
769,TRANS EASEMENT,3214007287,0.71,,,F-T,,0,Water and Power Department,,,T/L #26A
770,TRANS EASEMENT,3214007286,0.006,,,F-T,,0,Water and Power Department,,,T/L #26A
771,TRANS EASEMENT,3214007285,0.12,,,F-T,,0,Water and Power Department,,,T/L #26A
772,TRANS EASEMENT,3214007284,0.05,,,F-T,,0,Water and Power Department,,,T/L #26A
773,TRANS EASEMENT,3214007283,1.37,,,F-T,,0,Water and Power Department,,,T/L #26A
774,TRANS EASEMENT,3214007282,0.3,,,F-T,,0,Water and Power Department,,,T/L #26A
775,TRANS EASEMENT,3214007281,0.12,,,F-T,,0,Water and Power Department,,,T/L #26A
776,TRANS EASEMENT,3214007280,0.1,,,F-T,,0,Water and Power Department,,,T/L #26A
777,TRANS EASEMENT,3214007279,0.2,,,F-T,,0,Water and Power Department,,,T/L #26A
778,TRANS EASEMENT,3214007278,0.12,,,F-T,,0,Water and Power Department,,,T/L #26A
779,TRANS EASEMENT,3214007277,0.05,,,F-T,,0,Water and Power Department,,,T/L #26A
780,TRANS EASEMENT,3214007276,1.24,,,F-T,,0,Water and Power Department,,,T/L #26A
781,TRANS EASEMENT,3214007275,0.06,,,F-T,,0,Water and Power Department,,,T/L #26A
782,TRANS EASEMENT,3214007274,0.12,,,F-T,,0,Water and Power Department,,,T/L #26A
783,TRANS EASEMENT,3214007273,0,,,F-T,,0,Water and Power Department,,,T/L #26A
784,TRANS EASEMENT,3214007272,0.24,,,F-T,,0,Water and Power Department,,,T/L #26A
785,TRANS EASEMENT,3214007271,0.12,,,F-T,,0,Water and Power Department,,,T/L #26A
786,TRANS EASEMENT,3214007270,0.04,,,F-T,,0,Water and Power Department,,,T/L #26A
787,TRANS EASEMENT,3213030275,3.26,,,F-T,,0,Water and Power Department,,,T/L #26A
788,TRANS EASEMENT,3213030274,3.63,,,F-T,,0,Water and Power Department,,,T/L #26A
789,TRANS EASEMENT,3213030273,7.73,,,F-T,,0,Water and Power Department,,,T/L #26A
790,TRANS EASEMENT,3213030272,0.16,,,F-T,,0,Water and Power Department,,,T/L #26A
791,TRANS EASEMENT,3213030271,1.21,,,F-T,,0,Water and Power Department,,,T/L #26A
792,TRANS EASEMENT,3213030270,2.03,,,F-T,,0,Water and Power Department,,,T/L #26A
793,TRANS EASEMENT,3213029272,4.93,,,F-T,,0,Water and Power Department,,,T/L #26A
794,TRANS EASEMENT,3213029270,0.92,,,F-T,,0,Water and Power Department,,,T/L #26A
795,TRANS EASEMENT,3213015280,3.9,,,F-T,,0,Water and Power Department,,,T/L #26A
796,TRANS EASEMENT,3213015279,2.73,,,F-T,,0,Water and Power Department,,,T/L #26A
797,TRANS EASEMENT,3213015277,0.02,,,F-T,,0,Water and Power Department,,,T/L #26A
798,TRANS EASEMENT,3213015275,2.73,,,F-T,,0,Water and Power Department,,,T/L #26A
799,TRANS EASEMENT,3213015273,2.33,,,F-T,,0,Water and Power Department,,,T/L #26A
800,TRANS EASEMENT,3213015272,5.63,,,F-T,,0,Water and Power Department,,,T/L #26A
801,TRANS EASEMENT,3213015271,2.48,,,F-T,,0,Water and Power Department,,,T/L #26A
802,TRANS EASEMENT,3213005271,6.1,,,F-T,,0,Water and Power Department,,,T/L #26A
803,TRANS EASEMENT,3213005270,0.35,,,F-T,,0,Water and Power Department,,,T/L #26A
804,TRANS EASEMENT,3213001278,14.02,,,F-T,,0,Water and Power Department,,,T/L #26A
805,TRANS EASEMENT,3213001277,13.1,,,F-T,,0,Water and Power Department,,,T/L #26A
806,TRANS EASEMENT,3213001276,9.09,,,F-T,,0,Water and Power Department,,,T/L #26A
807,TRANS EASEMENT,3211001274,24.48,,,F-T,,0,Water and Power Department,,,T/L #26A
808,TRANS EASEMENT,3089003900,1.25,,,F-E,,0,Water and Power Department,,,T/L #26A
809,TRANS EASEMENT,3089003277,0.02,,,F-T,,0,Water and Power Department,,,T/L #26A
810,TRANS EASEMENT,3089003276,0.5,,,F-T,,0,Water and Power Department,,,T/L #26A
811,TRANS EASEMENT,3089003275,0.58,,,F-T,,0,Water and Power Department,,,T/L #26A
812,TRANS EASEMENT,3089003274,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
813,TRANS EASEMENT,3089003273,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
814,TRANS EASEMENT,3089003272,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
815,TRANS EASEMENT,3089003271,2.5,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #26A
816,TRANS EASEMENT,3089003270,1.25,,,F-T,,0,Water and Power Department,,,T/L #26A
817,TRANS EASEMENT,3089001278,0,,,F-T,,0,Water and Power Department,,,T/L #26A
818,TRANS EASEMENT,3089001277,1.67,,,F-T,,0,Water and Power Department,,,T/L #26A
819,TRANS EASEMENT,3089001276,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
820,TRANS EASEMENT,3089001275,2.3,,,F-T,,0,Water and Power Department,,,T/L #26A
